province_code,order,number,name,hall_postcode,meets_text,installation_text,source_url
durham,craft_lodge,9694,Lodge of Fellowship,NE33 2DQ,"The lodge is a ‘day time lodge’”’ meeting at 10:30 hrs on the last Wednesday in the months of February, April, July and October. Installation of master in April.",,https://durhamfreemasons.org/lodges/lodge.php?slug=lodge-of-fellowship-l9694
durham,craft_lodge,9712,Dunston St Nicholas Lodge,NE11 9TJ,"We meet on the Third Monday in March (Annual Meeting), May, September and November at 10.30 am.",,https://durhamfreemasons.org/lodges/lodge.php?slug=dunston-st-nicholas-l9712
durham,craft_lodge,9713,North Pennine Lodge,DL12 0SH,"11.00 am 2nd Friday March (I), May, July, September, November.",,https://durhamfreemasons.org/lodges/lodge.php?slug=north-pennine-l9713
durham,craft_lodge,9739,Odyssey Lodge,DL15 9BG,"2nd Thursday in March, May (Inst.), September, November. We start at 10:30am",,https://durhamfreemasons.org/lodges/lodge.php?slug=odyssey-l9739
durham,craft_lodge,9815,Beamish Temple Lodge,DH3 4NX,,,https://durhamfreemasons.org/lodges/lodge.php?slug=beamish-temple-l9815
durham,craft_lodge,9833,Durham Provincial Grand Stewards Lodge,DH1 3HN,"The Lodge meets at Durham Masonic Hall, 36 Old Elvet, Durham. DH1 3HN and hold regular meetings on the Fourth Wednesday in April, First Thursday in July, and Fourth Tuesday in October.",,https://durhamfreemasons.org/lodges/lodge.php?slug=l9833-durham-provincial-grand-stewards
durham,craft_lodge,9910,Spirit of Rugby Lodge,DH3 3DU,Forth Friday in Jan March May and Nov @ 6:45pm and third Friday in August ( Installation) at 6pm.,,https://durhamfreemasons.org/lodges/lodge.php?slug=spirit-of-rugby-l9910
durham,craft_lodge,10049,Anglers Lodge,DH3 3DU,"We meet four times a year on the first Wednesday in February (which is our Installation night starting at 6pm), April, September and November are all 6:45pm starts.",,https://durhamfreemasons.org/lodges/lodge.php?slug=anglers-lodge-l10049
durham,craft_lodge,10057,Gambrinus Lodge,DH3 3DU,"4th Saturday in April (Installation), July, October and January. Meetings start at 12:00 noon.",,https://durhamfreemasons.org/lodges/lodge.php?slug=gambrinus-lodge-l10057
durham,royal_arch,94,Chapter De Lambton,SR1 2HT,"Last Tue Sep (I), Nov, Jan, Mar",,https://durhamfreemasons.org/chapters/chapter.php?slug=chapter-de-lambton-94
durham,royal_arch,97,Chapter Of Strict Benevolence,SR2 7DX,"3rd Thu Sep, Nov, Jan (I), Mar",,https://durhamfreemasons.org/chapters/chapter.php?slug=chapter-of-strict-benevolence-97
durham,royal_arch,111,Chapter Of Vigilance,DL3 6LS,"2nd Tue Oct, Dec, Feb (I), Apr, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=chapter-of-vigilance-111
durham,royal_arch,124,Chapter Of Concord,DH1 3HN,"Last Tue Sep, Oct, Nov, Jan, Mar, May (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=chapter-of-concord-124
durham,royal_arch,240,Saint Hilda Chapter,NE33 2DQ,"3rd Wed Oct (I), Dec, Feb, Apr",,https://durhamfreemasons.org/chapters/chapter.php?slug=saint-hilda-chapter-240
durham,royal_arch,375,Lambton Chapter,DH1 3HN,"2nd Fri Feb (I), Aug",,https://durhamfreemasons.org/chapters/chapter.php?slug=lambton-chapter-375
durham,royal_arch,424,De Burghi Chapter,NE8 1RB,"4th Wed Sep, Oct (I), Nov, Feb, Apr",,https://durhamfreemasons.org/chapters/chapter.php?slug=de-burghi-chapter-424
durham,royal_arch,509,Tees Chapter,TS18 1RD,"2nd Thu Nov (I), Jan, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=tees-chapter-509
durham,royal_arch,661,Unity Chapter,SR7 7AA,"3rd Thu Sep, Nov, Mar, May (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=unity-chapter-661
durham,royal_arch,764,Fawcett Chapter,TS24 8AH,"3rd Tue Sep, Nov, Jan (I), Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=fawcett-chapter-764
durham,royal_arch,940,Chapter Of Philanthropy,TS18 1RD,"4th Tue Sep, Nov (I), Feb, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=chapter-of-philanthropy-940
durham,royal_arch,1119,St Bede Chapter,NE32 3LD,"3rd Wed Sep, Nov, Jan, Mar, May (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=st-bede-chapter-1119
durham,royal_arch,1121,Babington Boulton Chapter,DL4 1NN,"3rd Thu Oct (I), Dec, Feb, Apr, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=babington-boulton-chapter-1121
durham,royal_arch,1230,Baliol Chapter,DL12 8NJ,"3rd Fri Sep, Nov, Jan (I), Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=baliol-chapter-1230
durham,royal_arch,1274,Cuneceastre Chapter,DH3 3DU,"3rd Tue Sep (I), Nov, Jan, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=cuneceastre-chapter-1274
durham,royal_arch,1334,Norman Chapter,DH1 3HN,"2nd Wed Sep (I), Nov, Dec, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=norman-chapter-1334
durham,royal_arch,1379,Darlington Chapter,DL3 6LS,"3rd Thu Sep, Nov, Mar (I), May",,https://durhamfreemasons.org/chapters/chapter.php?slug=darlington-chapter-1379
durham,royal_arch,1650,Rose Of Raby Chapter,DL2 3JP,"4th Thu Sep, Nov (I), Jan, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=rose-of-raby-chapter-1650
durham,royal_arch,1932,Whitworth Chapter,DL16 6AS,"1st Wed Oct (I), Dec, Feb, Apr, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=whitworth-chapter-1932
durham,royal_arch,2019,Crook Chapter,DL15 9BG,"1st Wed Oct (I), Dec, Feb, Apr, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=crook-chapter-2019
durham,royal_arch,2352,Universities Chapter,DH1 3HN,"1st Wed Oct, Dec, Mar (I), 2nd Thu Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=universities-chapter-2352
durham,royal_arch,2415,Tristram Chapter,DL4 1NN,"1st Tue Sep, Nov, Jan (I), Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=tristram-chapter-2415
durham,royal_arch,2462,Clarence Chapter,TS24 8AH,"3rd Tue Oct, Feb, Apr (I), Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=clarence-chapter-2462
durham,royal_arch,2791,Hudson Chapter,DL13 3AN,"4th Thu Oct (I), Jan, Apr, Jul",,https://durhamfreemasons.org/chapters/chapter.php?slug=hudson-chapter-2791
durham,royal_arch,2929,John George Gibson Chapter,DH9 8AD,"4th Wed Sep, Nov (I), Jan, Mar, Jul",,https://durhamfreemasons.org/chapters/chapter.php?slug=john-george-gibson-chapter-2929
durham,royal_arch,3076,Bernard Gilpin Chapter,DH5 9JB,"1st Tue Oct, Nov, Feb, Mar, May (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=bernard-gilpin-chapter-3076
durham,royal_arch,3105,Moseley Chapter,DH3 2PJ,"1st Mon Oct (I), Dec, Feb, Apr, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=moseley-chapter-3105
durham,royal_arch,3194,Penshaw Chapter,DH4 7LQ,"1st Thu Sep, Oct, Dec, Feb (I), Apr, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=penshaw-chapter-3194
durham,royal_arch,3216,Thornhill Chapter,SR1 2HT,"1st Thu Sep (I), Nov, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=thornhill-chapter-3216
durham,royal_arch,3217,Mariner Chapter,NE33 2DQ,"2nd Tue Sep, Nov, Mar (I), May",,https://durhamfreemasons.org/chapters/chapter.php?slug=mariner-chapter-3217
durham,royal_arch,3349,Tow Law Chapter,DL13 4LE,"2nd Tue Sep, Nov, Feb, Apr (I), Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=tow-law-chapter-3349
durham,royal_arch,3360,Rowlandson Chapter,DL17 8HX,"2nd Thu Oct, Dec, Feb, Apr, Jun (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=rowlandson-chapter-3360
durham,royal_arch,3385,Minerva Chapter Of Industry,NE8 1RB,"4th Thu Oct, Jan (I), Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=minerva-chapter-of-industry-3385
durham,royal_arch,3568,City Chapter,DH1 3HN,"3rd Thu Sep, Nov, Feb (I), Apr",,https://durhamfreemasons.org/chapters/chapter.php?slug=city-chapter-3568
durham,royal_arch,3616,Liddell Chapter,NE11 9TJ,"4th Tue Sep, Nov, Jan (I), Mar, Apr",,https://durhamfreemasons.org/chapters/chapter.php?slug=liddell-chapter-3616
durham,royal_arch,3960,Rowland Burdon Chapter,TS27 4SD,"4th Wed Oct, Feb, Apr (I), Jun, Aug",,https://durhamfreemasons.org/chapters/chapter.php?slug=rowland-burdon-chapter-3960
durham,royal_arch,4028,Willington Chapter,DL15 0PF,"1st Tue Sep, Nov (I), Mar, May, Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=willington-chapter-4028
durham,royal_arch,4079,Dunelm Chapter,DL3 6LS,"4th Fri Oct, Mar (I), 4th Wed Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=dunelm-chapter-4079
durham,royal_arch,4217,Harte Chapter,TS24 8AH,"4th Mon Sep, Nov (I), Jan, Mar",,https://durhamfreemasons.org/chapters/chapter.php?slug=harte-chapter-4217
durham,royal_arch,4231,Ryton Holy Cross Chapter,NE40 3AE,"4th Thu Sep (I), Nov, Mar, May",,https://durhamfreemasons.org/chapters/chapter.php?slug=ryton-holy-cross-chapter-4231
durham,royal_arch,4261,Vane Tempest Chapter Of Installed First Principals,SR7 7AA,"3rd Thu Jan, 4th Thu Jun (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=vane-tempest-chapter-of-installed-first-principals-4261
durham,royal_arch,4346,Washington Chapter,DH3 2PJ,"3rd Thu Sep, Nov, Feb, Apr (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=washington-chapter-4346
durham,royal_arch,7478,Eanred Chapter,TS23 1HF,"4th Fri Sep (I), Nov, Jan, Mar",,https://durhamfreemasons.org/chapters/chapter.php?slug=eanred-chapter-7478
durham,royal_arch,7807,Derwentside Chapter,DH8 5TB,"1st Tue Oct, Feb, Apr (I), Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=derwentside-chapter-7807
durham,royal_arch,8100,Old Dunelmian Chapter,DH1 3HN,"4th Fri Feb (I), 3rd Fri Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=old-dunelmian-chapter-8100
durham,royal_arch,9358,Old Barnardian Chapter,DL12 8NJ,"3rd Sat Nov, Mar, May (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=old-barnardian-chapter-9358
durham,royal_arch,9440,Sportsman's Chapter,DH3 3DU,"4th Tue Oct, 1st Tue Jan (I), 4th Tue Apr, 1st Tue Jul",,https://durhamfreemasons.org/chapters/chapter.php?slug=sportsmans-chapter-9440
durham,royal_arch,9441,Nevill Chapter Of Installed First Principals,DL3 6LS,"3rd Thu Dec (I), Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=nevill-chapter-of-installed-first-principals-9441
durham,royal_arch,9454,Indaba Chapter,DL3 6LS,"2nd Fri Oct (I), Feb, 3rd Mon Jun",,https://durhamfreemasons.org/chapters/chapter.php?slug=indaba-chapter-9454
durham,royal_arch,9667,Stockton-On-Tees Chapter,TS18 1RD,"3rd Fri Nov, Feb, Jun (I)",,https://durhamfreemasons.org/chapters/chapter.php?slug=stockton-on-tees-chapter-9667
