province_code,order,number,name,hall_postcode,meets_text,installation_text,source_url,directory_url
northumberland,royal_arch,1863,Priory,NE30 2RQ,"1st Monday Feb, Apr, Oct, Dec",Oct,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2260,Ridley,NE2 2RA,"1st Monday Feb, Apr, Sep, Nov, Dec",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2868,Ashington,NE63 0SE,"1st Wednesday Mar, May, Jul, Sep, Nov",Mar,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2762,Benebalcrag,NE30 2RQ,"1st Thursday Feb, Apr, Oct, Dec",Apr,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,7299,Security,NE28 6RL,"1st Friday Feb, Apr, Jun, Nov",Feb,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,6985,Stability,NE27 0HU,"2nd Monday Jan, Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,4196,Cramlington,NE23 1DN,"2nd Tuesday Jan, Mar, May, Sep, Nov",May,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,5315,Howdon Panns,NE28 6RL,"2nd Tuesday Jan, Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,1902,St. Cuthbert,NE22 6HU,"2nd Tuesday Feb, Apr, Jun, Oct, Dec",Apr,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,1557,Albert Edward,NE46 3DJ,"2nd Wednesday Jan, Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,659,Blagdon,NE24 2DR,"2nd Wednesday Feb, Mar, May, Oct, Nov",May,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,431,Ogle,NE30 2RQ,"2nd Wednesday Mar, Sep, Nov",Nov,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2557,Temperance,NE2 2RA,"2nd Wednesday Feb, Apr, Jun, Oct",Jun,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,4617,Seaton Delaval,NE25 0PT,"2nd Thursday Feb, Jun, Oct, Dec",Feb,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3986,Victory,NE15 9DX,"2nd Friday Jan, Mar, May, Oct, Dec",Mar,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2908,Neptune,NE28 6RL,"3rd Monday Jan, Feb, Mar, Oct, Dec",Mar,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,9371,Oriental,NE6 1HY,"3rd Monday Apr, Jun, Oct, Dec",Dec,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,685,Northumberland,NE2 2RA,"2nd Thursday Feb, Mar, Oct, Dec",Mar,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,393,Berwick upon Tweed,TD15 1EE,"3rd Wednesday Feb, Apr, Jun, Oct",Oct,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,481,St. Peter’s,NE4 7SE,"3rd Wednesday Feb, Apr, Jun, Sep, Nov",Nov,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,1167,Alnwick,NE66 1UW,"3rd Thursday Jan, Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3310,Croft,NE24 2DR,"3rd Thursday Jan, Apr, Sep, Nov",Apr,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,636,De Percy,NE61 1HW,"3rd Thursday Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,24,De Swinburne,NE6 1HY,"3rd Thursday Jan, Mar, May, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,1879,Lord Warkworth,NE65 0LN,"3rd Thursday Feb, Apr, Jul, Oct",Apr,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,9638,Per Diem,NE6 1HY,"3rd Thursday Feb, Apr, Sep, Nov",Feb,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3892,Duke of Connaught,NE4 7SE,"3rd Friday Jan, Mar, May, Sep, Nov",Jan,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,5419,Carliol,NE2 2RA,"4th Tuesday Feb, Apr, Jun, Sep, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,541,De Loraine,NE2 2RA,"4th Tuesday Jan, Mar, May, Oct",Mar,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3390,George Stephenson,NE41 8DF,"4th Wednesday Jan, Mar, May, Sep, Nov",Jan,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2892,King Edward VII,NE64 6NR,"4th Wednesday Mar, Apr, May, Sep, Oct, Nov",May,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,7864,Severus,NE15 9DX,"4th Wednesday Feb, Apr, Jun, Oct",Feb,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,2821,Napier - Clavering,NE26 2SE,"4th Thursday Feb, Apr, Sep, Nov",Nov,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,5228,Farne,NE66 1UW,"4th Friday May, Jul",Jul,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3586,Vandeleur,NE27 0HU,"Last Thursday Mar, Apr, Sep, Oct, Nov",Sep,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
northumberland,royal_arch,3477,Northumbrian 1st Princ,NE30 2RQ,"Last Weekday Apr, Sep",Apr,https://northumberlandmasons.org.uk/members/lodge-and-chapter-meetings/,
