province_code,slug,name,kind,address_line_1,address_line_2,town,county,postcode,country,telephone,email,website_url,source_url
guernsey_alderney,,St Ann's Masonic Temple,hall,Church Street,,St Ann's,,GY9 3TE,Channel Islands,,,,https://www.ugle.org.uk/become-freemason/join-freemasonry/register-your-interest/provincial-grand-lodge-guernsey-and-alderney-masonic-temple-church-street
guernsey_alderney,,St Martin's Masonic Centre,hall,Rue de la Vallee,,St Martin's,,GY4 6HW,Channel Islands,,,,https://www.ugle.org.uk/become-freemason/join-freemasonry/register-your-interest/provincial-grand-lodge-guernsey-and-alderney-masonic-centre-rue-de-la-vallee
